timestamp,traffic,elevation,distance
0,9.245672477617571,50.0,1305.4072893322787
1,11.171341925416678,52.64362337302798,1258.0565487171157
2,8.830493951863621,55.27568685368276,1216.6894808560446
3,13.40082145001082,57.88468109805921,1180.6656828997434
4,12.045373875206538,60.45919763815279,1149.4189418390072
5,7.411709637388194,62.98797876818734,1122.446255853827
6,9.954846251208778,65.45996677169809,1099.2981777462703
7,13.665140552564203,67.86435227411226,1079.5704107329861
8,9.30272612325095,70.19062150939375,1062.8965755170716
9,10.67941166513055,72.4286022940669,1048.942070588861
10,13.680642899016274,74.56850850758671,1037.3989576175363
11,9.878371338301323,76.60098288455393,1027.9818155124494
12,13.292679005024661,78.51713793165588,1020.4245167226878
13,9.313856546040311,80.3085947904134,1014.4778851183951
14,5.445743090404899,81.967519875797,1009.9081946829687
15,13.765121217484115,83.48665913050114,1006.4964613332363
16,12.272599554997457,84.8593697450911,1004.03846640001
17,12.491298354576916,86.07964920531836,1002.3454305097542
18,9.383256331946349,87.14216153958829,1001.245232687999
19,9.629458917250359,88.04226065180615,1000.5840443106905
20,14.043987894425442,88.77601063757322,1000.2282246845035
21,12.316446988076573,89.3402029948953,1000.0663085325007
22,11.68200293572896,89.73237065414553,1000.0109092816142
23,12.445614556469854,89.95079876593219,1000.0003687031643
24,15.10758032537767,89.99453219969877,1000.0000045535492
25,13.62471395114443,89.86337972026679,1000.002842864163
26,11.314773880587818,89.55791482405874,1000.0297678464884
27,9.54377222691665,89.07947323134397,1000.1290756424321
28,13.61349439175852,88.43014704547393,1000.3754728635034
29,10.676043361448137,87.61277560464646,1000.8686112883761
30,10.2457699691635,86.6309330662023,1001.7312911939275
31,15.328516979222595,85.48891277774447,1003.1074940409708
32,14.528273512717602,84.19170850342155,1005.1604190497471
33,13.641224293184582,82.74499258746769,1008.0706980546298
34,10.479394100717712,81.1550911504845,1012.0349511509064
35,16.6209998453325,79.42895642692527,1017.2648254705551
36,15.186425930236314,77.57413636474263,1023.9866349164982
37,12.607280109951734,75.59874162013266,1032.4416937155906
38,12.270392000891821,73.51141009169893,1042.8874144963079
39,13.543969559598361,71.32126914911976,1055.599224638153
40,12.516126220261304,69.03789572148295,1070.8733442445005
41,17.98257882304705,66.67127441981162,1089.0304656412593
42,12.87365376043322,64.23175387690065,1110.4203772960486
43,11.594714977094238,61.730001495378595,1135.4275831921268
44,16.993011624197052,59.17695680187008,1164.477979912702
45,12.763682773748352,56.583783611229364,1198.0466650284618
46,15.5602189045774,53.96182121001853,1236.6669576126012
47,15.42361023497569,51.32253477269232,1280.940708681684
48,14.041109715265076,48.67746522730767,1331.5499568717894
49,12.297559914083532,46.0381787899815,1389.2699286863804
50,14.232426424805277,43.41621638877065,1454.9832716925134
51,12.074226487765584,40.82304319812995,1529.6952101850509
52,14.451585561803492,38.2699985046214,1614.548976153408
53,16.1295707513676,35.768246123099345,1710.840319235245
54,18.104467409502103,33.32872558018839,1820.0290285931874
55,12.578019614634885,30.96210427851706,1943.7440528593527
56,14.337520704001498,28.678730850880257,2083.776773728885
57,13.8734436921293,26.488589908301094,2242.054018319657
58,15.555078836103805,24.40125837986734,2420.5782206875215
59,12.04842221148891,22.42586363525737,2621.316611753278
60,13.319055547800481,20.57104357307475,2846.0146710048593
61,11.876591173022224,18.844908849515512,3095.9025144266616
62,12.468158440234928,17.255007412532308,3371.259569620364
63,14.107933409477313,15.808291496578441,3670.8093025328794
64,18.854512341991757,14.511087222255526,3990.943046514646
65,16.291781234485107,13.369066933797711,4324.835192444059
66,15.810298641278065,12.387224395353556,4661.623321738519
67,18.457697370738753,11.569852954526077,4985.977563214608
68,16.614629856821573,10.920526768656032,5278.514842466842
69,16.885983722305433,10.442085175941259,5517.498480704266
70,15.068067059725863,10.136620279733208,5681.949577619972
71,14.822629269342052,10.00546780030124,5755.655452132212
72,13.558085988036112,10.049201234067809,5730.862935180526
73,15.061096997592209,10.267629345854473,5610.214105737467
74,15.785046299903737,10.659797005104707,5406.074728145367
75,17.11822720109707,11.223989362426778,5137.556704072903
76,16.437846259053725,11.957739348193854,4826.483924296231
77,15.863673973520369,12.857838460411713,4493.72018094372
78,14.85278368088192,13.920350794681632,4156.745648833853
79,17.55658797597696,15.14063025490892,3828.6438328399026
80,15.84487069244569,16.513340869498847,3518.1711177364937
81,17.629934157533835,18.032480124203005,3230.4323842049503
82,13.177603406002275,19.691405209586588,2967.7639072442967
83,17.758663085894106,21.482862068344126,2730.5773959152543
84,18.661172796498484,23.399017115446085,2518.053519046425
85,18.487822484401526,25.43149149241328,2328.659726605696
86,16.936583683784555,27.571397705933087,2160.510453755595
87,19.241785381045478,29.80937849060622,2011.602945802811
88,14.946214102406545,32.135647725887715,1879.9624052657193
89,17.3945602166356,34.54003322830192,1763.7246543217107
90,17.266877044980397,37.01202123181265,1661.1776603550331
91,19.807018610818588,39.540802361847206,1570.777111214482
92,13.773636228736379,42.11531890194075,1491.1463775001398
93,15.778617691830744,44.72431314631722,1421.067656844989
94,21.469482995765954,47.35637662697204,1359.4686287638594
95,13.19380154948482,49.99999999999999,1305.4072893322789
96,19.763580804891003,52.64362337302798,1258.0565487171157
97,16.81372272621526,55.27568685368273,1216.689480856045
98,18.80327006041698,57.88468109805919,1180.6656828997436
99,21.200759558467272,60.45919763815281,1149.418941839007
100,19.03877897697165,62.98797876818733,1122.446255853827
101,21.4004415515512,65.45996677169809,1099.2981777462703
102,17.625523574592297,67.86435227411224,1079.5704107329864
103,17.968552636402524,70.19062150939374,1062.8965755170716
104,20.341107433476996,72.42860229406693,1048.9420705888608
105,17.966912883815365,74.5685085075867,1037.3989576175366
106,20.11864902427218,76.60098288455393,1027.9818155124494
107,21.36957725390407,78.51713793165587,1020.4245167226878
108,20.81648378336571,80.30859479041338,1014.4778851183952
109,15.999655171445973,81.96751987579697,1009.9081946829687
110,18.552210710601635,83.48665913050114,1006.4964613332363
111,19.875955374611873,84.8593697450911,1004.03846640001
112,18.901644176459033,86.07964920531835,1002.3454305097542
113,19.62512537047993,87.14216153958827,1001.245232687999
114,20.13331669373069,88.04226065180613,1000.5840443106905
115,18.56663913695261,88.77601063757322,1000.2282246845035
116,19.309314644015014,89.3402029948953,1000.0663085325007
117,17.410355373925388,89.73237065414553,1000.0109092816142
118,18.8927876282547,89.95079876593219,1000.0003687031643
119,16.870972867972533,89.99453219969877,1000.0000045535492
120,20.23299339138538,89.8633797202668,1000.002842864163
121,19.689035132193425,89.55791482405874,1000.0297678464884
122,18.319176835116824,89.07947323134397,1000.1290756424321
123,23.79638133919874,88.43014704547393,1000.3754728635034
124,19.809938532107402,87.61277560464646,1000.8686112883761
125,20.94857105136967,86.6309330662023,1001.7312911939275
126,19.172704964628053,85.48891277774447,1003.1074940409708
127,19.69558243156279,84.19170850342155,1005.1604190497471
128,21.247212226361167,82.74499258746769,1008.0706980546298
129,20.007788218698455,81.15509115048452,1012.0349511509064
