timestamp,traffic,elevation,distance
0,11.869001585910931,50.0,1305.4072893322787
1,10.51744518261293,52.64362337302798,1258.0565487171157
2,12.521221997286116,55.27568685368276,1216.6894808560446
3,7.773789539416204,57.88468109805921,1180.6656828997434
4,6.057203883371759,60.45919763815279,1149.4189418390072
5,13.701138645827042,62.98797876818734,1122.446255853827
6,11.219606031754044,65.45996677169809,1099.2981777462703
7,7.531254485307729,67.86435227411226,1079.5704107329861
8,12.033712321681898,70.19062150939375,1062.8965755170716
9,8.890962499545525,72.4286022940669,1048.942070588861
10,8.755515641377812,74.56850850758671,1037.3989576175363
11,8.635639042669801,76.60098288455393,1027.9818155124494
12,13.843045887861605,78.51713793165588,1020.4245167226878
13,13.964030173677296,80.3085947904134,1014.4778851183951
14,12.614949441702645,81.967519875797,1009.9081946829687
15,12.111599363170095,83.48665913050114,1006.4964613332363
16,10.830696148902577,84.8593697450911,1004.03846640001
17,11.170124111498303,86.07964920531836,1002.3454305097542
18,16.045264708145105,87.14216153958829,1001.245232687999
19,9.563449180545078,88.04226065180615,1000.5840443106905
20,14.116353260769177,88.77601063757322,1000.2282246845035
21,14.914980204674498,89.3402029948953,1000.0663085325007
22,13.250381993982812,89.73237065414553,1000.0109092816142
23,9.69656012739442,89.95079876593219,1000.0003687031643
24,12.439809346971087,89.99453219969877,1000.0000045535492
25,9.726348780756428,89.86337972026679,1000.002842864163
26,12.987643794039064,89.55791482405874,1000.0297678464884
27,11.897905101353798,89.07947323134397,1000.1290756424321
28,12.438818489393745,88.43014704547393,1000.3754728635034
29,13.360765519450919,87.61277560464646,1000.8686112883761
30,9.368215186118633,86.6309330662023,1001.7312911939275
31,10.589245303736636,85.48891277774447,1003.1074940409708
32,14.602551576568391,84.19170850342155,1005.1604190497471
33,12.585658137936798,82.74499258746769,1008.0706980546298
34,10.200343123572422,81.1550911504845,1012.0349511509064
35,13.568694445814295,79.42895642692527,1017.2648254705551
36,12.213171213388332,77.57413636474263,1023.9866349164982
37,16.004039923131305,75.59874162013266,1032.4416937155906
38,10.501654163819117,73.51141009169893,1042.8874144963079
39,13.382677103101303,71.32126914911976,1055.599224638153
40,12.661800230897098,69.03789572148295,1070.8733442445005
41,13.492607427411249,66.67127441981162,1089.0304656412593
42,10.430480940640566,64.23175387690065,1110.4203772960486
43,11.367735047454596,61.730001495378595,1135.4275831921268
44,12.311310877775112,59.17695680187008,1164.477979912702
45,11.814101853167092,56.583783611229364,1198.0466650284618
46,16.149402092821894,53.96182121001853,1236.6669576126012
47,10.618128277954485,51.32253477269232,1280.940708681684
48,15.007101899507386,48.67746522730767,1331.5499568717894
49,14.595364605773412,46.0381787899815,1389.2699286863804
50,17.054906860703305,43.41621638877065,1454.9832716925134
51,12.416282485939067,40.82304319812995,1529.6952101850509
52,14.13765988602182,38.2699985046214,1614.548976153408
53,9.38849104125913,35.768246123099345,1710.840319235245
54,12.276301618611168,33.32872558018839,1820.0290285931874
55,14.853577713526088,30.96210427851706,1943.7440528593527
56,13.335846401738655,28.678730850880257,2083.776773728885
57,13.154301739618736,26.488589908301094,2242.054018319657
58,17.62043333792791,24.40125837986734,2420.5782206875215
59,11.73601298478566,22.42586363525737,2621.316611753278
60,12.203355375016235,20.57104357307475,2846.0146710048593
61,17.775113938951925,18.844908849515512,3095.9025144266616
62,13.76426470218292,17.255007412532308,3371.259569620364
63,15.660237960829987,15.808291496578441,3670.8093025328794
64,15.936144392011727,14.511087222255526,3990.943046514646
65,15.537018386422558,13.369066933797711,4324.835192444059
66,16.11391361215599,12.387224395353556,4661.623321738519
67,16.144862779531984,11.569852954526077,4985.977563214608
68,17.30485600261597,10.920526768656032,5278.514842466842
69,15.015172666901739,10.442085175941259,5517.498480704266
70,13.306976544157571,10.136620279733208,5681.949577619972
71,16.064127626602797,10.00546780030124,5755.655452132212
72,19.20654062759013,10.049201234067809,5730.862935180526
73,16.362840557730035,10.267629345854473,5610.214105737467
74,15.214075415055445,10.659797005104707,5406.074728145367
75,18.38570521968476,11.223989362426778,5137.556704072903
76,13.74377806046624,11.957739348193854,4826.483924296231
77,17.107657004553257,12.857838460411713,4493.72018094372
78,15.15961286652168,13.920350794681632,4156.745648833853
79,19.01610083595955,15.14063025490892,3828.6438328399026
80,15.81394555228298,16.513340869498847,3518.1711177364937
81,19.323634780855834,18.032480124203005,3230.4323842049503
82,15.200042290067875,19.691405209586588,2967.7639072442967
83,19.777928148926534,21.482862068344126,2730.5773959152543
84,15.576997755002838,23.399017115446085,2518.053519046425
85,21.13380124660654,25.43149149241328,2328.659726605696
86,19.44520942525126,27.571397705933087,2160.510453755595
87,17.86533743156984,29.80937849060622,2011.602945802811
88,20.986732260682153,32.135647725887715,1879.9624052657193
89,18.19909685445124,34.54003322830192,1763.7246543217107
90,18.31707781370469,37.01202123181265,1661.1776603550331
91,11.820040586749142,39.540802361847206,1570.777111214482
92,18.54218332804889,42.11531890194075,1491.1463775001398
93,16.701061486672113,44.72431314631722,1421.067656844989
94,22.061675580827067,47.35637662697204,1359.4686287638594
95,17.563326275370507,49.99999999999999,1305.4072893322789
96,18.303176921010472,52.64362337302798,1258.0565487171157
97,21.442219631253426,55.27568685368273,1216.689480856045
98,19.830576962057492,57.88468109805919,1180.6656828997436
99,17.334936340491574,60.45919763815281,1149.418941839007
100,19.26812394428396,62.98797876818733,1122.446255853827
101,19.665214226936243,65.45996677169809,1099.2981777462703
102,15.854548566351198,67.86435227411224,1079.5704107329864
103,16.937513865113043,70.19062150939374,1062.8965755170716
104,17.71980793966215,72.42860229406693,1048.9420705888608
105,18.426402677660796,74.5685085075867,1037.3989576175366
106,19.280029327220742,76.60098288455393,1027.9818155124494
107,17.768811301838035,78.51713793165587,1020.4245167226878
108,22.709939157231112,80.30859479041338,1014.4778851183952
109,15.861097099288632,81.96751987579697,1009.9081946829687
110,17.890896668835666,83.48665913050114,1006.4964613332363
111,19.649130512642525,84.8593697450911,1004.03846640001
112,19.324605736786555,86.07964920531835,1002.3454305097542
113,20.453501883645533,87.14216153958827,1001.245232687999
114,25.222539028881222,88.04226065180613,1000.5840443106905
115,18.30044071589519,88.77601063757322,1000.2282246845035
116,20.485937529450418,89.3402029948953,1000.0663085325007
117,20.134181096379987,89.73237065414553,1000.0109092816142
118,18.021262096532915,89.95079876593219,1000.0003687031643
119,20.989981353663705,89.99453219969877,1000.0000045535492
120,20.762026432014324,89.8633797202668,1000.002842864163
121,20.645781314580177,89.55791482405874,1000.0297678464884
122,22.97913960099308,89.07947323134397,1000.1290756424321
123,17.96060257591991,88.43014704547393,1000.3754728635034
124,18.774476150706544,87.61277560464646,1000.8686112883761
125,19.782039607295246,86.6309330662023,1001.7312911939275
126,23.086598571640078,85.48891277774447,1003.1074940409708
127,17.121454432971255,84.19170850342155,1005.1604190497471
128,19.33057896899286,82.74499258746769,1008.0706980546298
129,21.017915757391037,81.15509115048452,1012.0349511509064
130,21.568125095560163,79.42895642692528,1017.2648254705551
131,23.821179077592102,77.5741363647426,1023.9866349164984
132,19.56800078213877,75.59874162013267,1032.4416937155906
133,22.32766969199372,73.51141009169893,1042.8874144963079
134,19.946746684518736,71.32126914911976,1055.599224638153
135,24.079030854659234,69.03789572148294,1070.8733442445005
136,20.17931589271087,66.67127441981161,1089.0304656412593
137,19.597594910087363,64.23175387690064,1110.4203772960486
138,20.915489061304346,61.730001495378566,1135.4275831921273
139,21.291417594066523,59.176956801870105,1164.4779799127016
140,19.041073218858077,56.583783611229386,1198.0466650284616
141,23.549510850079084,53.961821210018535,1236.666957612601
142,23.413260222645643,51.32253477269235,1280.9407086816834
143,20.13542017880521,48.677465227307685,1331.5499568717892
144,20.43305525460581,46.038178789981494,1389.2699286863806
145,20.01091421927759,43.41621638877064,1454.9832716925134
146,22.968345037639892,40.823043198129994,1529.6952101850493
147,22.67125591798825,38.26999850462139,1614.548976153408
148,22.278392866912153,35.76824612309932,1710.8403192352462
149,26.06347779443974,33.32872558018842,1820.0290285931862
150,21.85900283662621,30.962104278517085,1943.744052859351
151,20.331029255549097,28.678730850880267,2083.776773728884
152,19.327994353247718,26.488589908301087,2242.0540183196576
153,20.4638842648116,24.401258379867347,2420.5782206875206
154,20.513050945077325,22.425863635257368,2621.3166117532783
155,20.864942192549645,20.571043573074732,2846.014671004862
156,23.64403246537492,18.844908849515537,3095.9025144266575
157,22.21510447056172,17.255007412532336,3371.259569620358
158,27.628855351836222,15.808291496578427,3670.8093025328817
159,21.211518856487064,14.51108722225554,3990.9430465146415
160,28.356835714358205,13.369066933797711,4324.835192444059
161,21.05636690569536,12.387224395353556,4661.623321738519
162,24.861531502012507,11.569852954526077,4985.977563214608
163,25.05911053782187,10.920526768656046,5278.514842466836
164,22.520085894376642,10.442085175941273,5517.498480704258
165,23.342281467885776,10.136620279733208,5681.949577619972
166,22.00503853173113,10.00546780030124,5755.655452132212
167,23.868453833497988,10.049201234067809,5730.862935180526
168,22.89737379134685,10.26762934585448,5610.214105737464
169,20.51291235626213,10.6597970051047,5406.07472814537
170,25.54396103116781,11.223989362426778,5137.556704072903
171,23.641017532520372,11.957739348193847,4826.483924296234
172,23.835099820170313,12.857838460411713,4493.72018094372
173,20.990204747533703,13.92035079468161,4156.745648833859
174,24.334921290303626,15.140630254908878,3828.643832839913
175,23.968066486342043,16.51334086949882,3518.171117736499
176,24.3922711248016,18.032480124202976,3230.4323842049553
177,27.200220364312134,19.691405209586627,2967.7639072442903
178,25.351428111816237,21.48286206834414,2730.5773959152525
179,24.542182294611155,23.39901711544605,2518.053519046429
180,23.884052750889204,25.43149149241327,2328.659726605697
181,24.496252819625816,27.57139770593308,2160.5104537555953
182,26.25811125847786,29.809378490606242,2011.6029458028095
183,24.474781041135802,32.135647725887736,1879.9624052657182
184,22.117068930479824,34.54003322830185,1763.7246543217138
185,24.88051925095532,37.01202123181261,1661.1776603550347
186,24.178532711740587,39.54080236184716,1570.7771112144833
187,23.434400929465017,42.11531890194082,1491.1463775001378
188,24.323886088163,44.72431314631728,1421.0676568449876
189,22.014031195660397,47.35637662697199,1359.4686287638606
190,24.663220859418427,49.99999999999998,1305.407289332279
191,26.822379459458503,52.643623373027964,1258.056548717116
192,23.349005200299175,55.27568685368275,1216.6894808560446
193,27.9282619538433,57.88468109805922,1180.6656828997434
194,27.545564213458555,60.45919763815273,1149.4189418390079
195,22.290070208585337,62.98797876818729,1122.4462558538276
196,28.038683463314634,65.45996677169805,1099.2981777462705
197,21.424117134946243,67.86435227411224,1079.5704107329864
198,24.945940033132054,70.19062150939378,1062.8965755170714
199,27.1353231812412,72.42860229406695,1048.9420705888608
200,26.2555321921859,74.5685085075867,1037.3989576175366
201,24.69699770601427,76.60098288455393,1027.9818155124494
202,21.12618895696901,78.51713793165588,1020.4245167226878
203,27.368979518690896,80.3085947904134,1014.4778851183951
204,25.47252141945051,81.96751987579695,1009.9081946829688
205,26.478508907225052,83.48665913050112,1006.4964613332363
206,25.374399819046626,84.85936974509107,1004.03846640001
207,28.976615625480505,86.07964920531833,1002.3454305097542
208,27.085581801297018,87.1421615395883,1001.2452326879989
209,27.141826003544864,88.04226065180616,1000.5840443106905
210,30.034563251309308,88.77601063757322,1000.2282246845035
211,26.336338378781313,89.3402029948953,1000.0663085325007
212,25.24579415722005,89.73237065414553,1000.0109092816142
213,22.258453607154337,89.95079876593219,1000.0003687031643
214,25.790910902338137,89.99453219969877,1000.0000045535492
215,25.980432196681246,89.8633797202668,1000.002842864163
216,26.467392824318242,89.55791482405874,1000.0297678464884
217,27.58649136877234,89.07947323134398,1000.1290756424321
218,27.210019971472686,88.43014704547394,1000.3754728635034
219,30.687401960387568,87.61277560464643,1000.8686112883761
220,26.20200114722566,86.6309330662023,1001.7312911939275
221,50.73783453204067,85.48891277774447,1003.1074940409708
222,21.51814658187455,84.19170850342155,1005.1604190497471
223,25.0302764561406,82.74499258746769,1008.0706980546298
224,25.877964099234386,81.15509115048454,1012.0349511509063
225,21.602753421636557,79.4289564269253,1017.264825470555
226,25.402645311334783,77.57413636474266,1023.9866349164981
227,28.903150301261153,75.59874162013269,1032.4416937155906
228,28.07682907194724,73.511410091699,1042.8874144963077
229,31.282637966478404,71.32126914911983,1055.5992246381525
230,31.730960395337085,69.03789572148295,1070.8733442445005
231,29.244560027220185,66.67127441981162,1089.0304656412593
232,28.226857724258142,64.23175387690065,1110.4203772960486
233,24.460329601915472,61.73000149537857,1135.4275831921273
234,27.215959257566222,59.17695680187011,1164.4779799127016
235,29.856534374156084,56.5837836112294,1198.0466650284613
236,25.92238234160134,53.96182121001854,1236.666957612601
237,23.053916462682857,51.32253477269236,1280.9407086816832
238,29.76157471916589,48.67746522730769,1331.549956871789
239,26.79174701178381,46.03817878998158,1389.2699286863788
240,25.827649634746926,43.41621638877072,1454.9832716925114
241,29.184527806749234,40.82304319812994,1529.695210185051
242,24.19104803249084,38.26999850462147,1614.548976153405
243,28.076808100348376,35.76824612309939,1710.8403192352432
244,26.534944329673333,33.328725580188426,1820.029028593186
245,27.511035675776508,30.962104278517092,1943.7440528593506
246,30.243440725060747,28.678730850880278,2083.7767737288837
247,25.50395303937606,26.488589908301098,2242.0540183196567
248,25.651158621409632,24.40125837986735,2420.57822068752
249,33.2284307017387,22.42586363525737,2621.316611753278
250,28.615710494557355,20.571043573074736,2846.0146710048616
251,26.23471770238092,18.844908849515498,3095.9025144266643
252,29.505893512921094,17.255007412532294,3371.259569620366
253,27.70000480313629,15.808291496578434,3670.8093025328812
254,27.64995735402353,14.511087222255512,3990.9430465146497
255,31.34903834288725,13.36906693379769,4324.835192444067
256,28.336523117548243,12.387224395353535,4661.623321738526
257,28.388414264579794,11.569852954526098,4985.977563214599
