timestamp,traffic,elevation,distance
0,53.573737645141094,50.0,1305.4072893322787
1,52.603676645388916,52.64362337302798,1258.0565487171157
2,56.189502380412385,55.27568685368276,1216.6894808560446
3,42.90328251970457,57.88468109805921,1180.6656828997434
4,49.1674191061418,60.45919763815279,1149.4189418390072
5,59.01297302563695,62.98797876818734,1122.446255853827
6,43.389752774031344,65.45996677169809,1099.2981777462703
7,43.56357010680557,67.86435227411226,1079.5704107329861
8,53.499420455098075,70.19062150939375,1062.8965755170716
9,57.14202806941932,72.4286022940669,1048.942070588861
10,57.58972636256145,74.56850850758671,1037.3989576175363
11,58.68935851892093,76.60098288455393,1027.9818155124494
12,51.280532213790316,78.51713793165588,1020.4245167226878
13,53.65448587563249,80.3085947904134,1014.4778851183951
14,52.79331592142817,81.967519875797,1009.9081946829687
15,56.627075001507066,83.48665913050114,1006.4964613332363
16,41.485229046043195,84.8593697450911,1004.03846640001
17,46.619305576034364,86.07964920531836,1002.3454305097542
18,53.034757531534346,87.14216153958829,1001.245232687999
19,56.433302944099935,88.04226065180615,1000.5840443106905
20,60.84486804133738,88.77601063757322,1000.2282246845035
21,52.36745898066444,89.3402029948953,1000.0663085325007
22,58.11858371941503,89.73237065414553,1000.0109092816142
23,57.7542904795357,89.95079876593219,1000.0003687031643
24,43.90522315664361,89.99453219969877,1000.0000045535492
25,50.70542277213334,89.86337972026679,1000.002842864163
26,53.00001144394769,89.55791482405874,1000.0297678464884
27,51.494216914172995,89.07947323134397,1000.1290756424321
28,58.24853958590397,88.43014704547393,1000.3754728635034
29,40.61773082486679,87.61277560464646,1000.8686112883761
30,52.52297448147677,86.6309330662023,1001.7312911939275
31,58.995311680504436,85.48891277774447,1003.1074940409708
32,48.22310665238156,84.19170850342155,1005.1604190497471
33,50.04695741317799,82.74499258746769,1008.0706980546298
34,56.50075915075509,81.1550911504845,1012.0349511509064
35,45.80872988021201,79.42895642692527,1017.2648254705551
36,56.234877123835105,77.57413636474263,1023.9866349164982
37,55.3867757347998,75.59874162013266,1032.4416937155906
38,66.1293997533592,73.51141009169893,1042.8874144963079
39,56.53041596779131,71.32126914911976,1055.599224638153
40,48.29713795989018,69.03789572148295,1070.8733442445005
41,58.72705422602559,66.67127441981162,1089.0304656412593
42,55.430718409272345,64.23175387690065,1110.4203772960486
43,52.62090236953438,61.730001495378595,1135.4275831921268
44,50.275882068452184,59.17695680187008,1164.477979912702
45,54.10280111073117,56.583783611229364,1198.0466650284618
46,55.68034910489318,53.96182121001853,1236.6669576126012
47,49.14723280687605,51.32253477269232,1280.940708681684
48,53.433870346174125,48.67746522730767,1331.5499568717894
49,43.619761774982365,46.0381787899815,1389.2699286863804
50,57.83118259772033,43.41621638877065,1454.9832716925134
51,57.18197232860739,40.82304319812995,1529.6952101850509
52,131.75319088290593,38.2699985046214,1614.548976153408
53,53.77988334649113,35.768246123099345,1710.840319235245
54,48.02477103930522,33.32872558018839,1820.0290285931874
55,54.957717989440226,30.96210427851706,1943.7440528593527
56,56.19843010243928,28.678730850880257,2083.776773728885
57,54.36436298725333,26.488589908301094,2242.054018319657
58,53.346321091277034,24.40125837986734,2420.5782206875215
59,57.45943106987781,22.42586363525737,2621.316611753278
60,52.713335574018004,20.57104357307475,2846.0146710048593
61,51.31606708834405,18.844908849515512,3095.9025144266616
62,58.9980281116975,17.255007412532308,3371.259569620364
63,52.61293401180974,15.808291496578441,3670.8093025328794
64,62.990322221516124,14.511087222255526,3990.943046514646
65,53.7917298922735,13.369066933797711,4324.835192444059
66,50.03176820787425,12.387224395353556,4661.623321738519
67,66.8872922897915,11.569852954526077,4985.977563214608
68,53.84375158108842,10.920526768656032,5278.514842466842
69,56.43826039338284,10.442085175941259,5517.498480704266
70,57.30288018830763,10.136620279733208,5681.949577619972
71,72.83671581238444,10.00546780030124,5755.655452132212
72,52.995977590882106,10.049201234067809,5730.862935180526
73,50.543503097047214,10.267629345854473,5610.214105737467
74,59.50063782444955,10.659797005104707,5406.074728145367
75,58.18041933321999,11.223989362426778,5137.556704072903
76,47.29615652662991,11.957739348193854,4826.483924296231
77,57.095292895536915,12.857838460411713,4493.72018094372
78,57.531645217495175,13.920350794681632,4156.745648833853
79,52.80294029376341,15.14063025490892,3828.6438328399026
80,59.4791303267472,16.513340869498847,3518.1711177364937
81,60.98790778692753,18.032480124203005,3230.4323842049503
82,61.05331503920225,19.691405209586588,2967.7639072442967
83,48.40701831625174,21.482862068344126,2730.5773959152543
84,53.22268890409494,23.399017115446085,2518.053519046425
85,53.170887246038994,25.43149149241328,2328.659726605696
86,58.90671870732941,27.571397705933087,2160.510453755595
87,58.19358364124057,29.80937849060622,2011.602945802811
88,50.46011382051091,32.135647725887715,1879.9624052657193
89,49.73472528606361,34.54003322830192,1763.7246543217107
90,63.56106182502018,37.01202123181265,1661.1776603550331
91,65.81969712723465,39.540802361847206,1570.777111214482
92,59.59677923674784,42.11531890194075,1491.1463775001398
93,63.183634761601546,44.72431314631722,1421.067656844989
94,62.87578112597319,47.35637662697204,1359.4686287638594
95,57.009097172176695,49.99999999999999,1305.4072893322789
96,62.042666756880465,52.64362337302798,1258.0565487171157
97,61.5527670658604,55.27568685368273,1216.689480856045
98,54.057823033064174,57.88468109805919,1180.6656828997436
99,63.60593919045924,60.45919763815281,1149.418941839007
100,64.79848307128525,62.98797876818733,1122.446255853827
101,64.25027784412504,65.45996677169809,1099.2981777462703
102,67.2196160770535,67.86435227411224,1079.5704107329864
103,54.58418583906354,70.19062150939374,1062.8965755170716
104,51.50314609922967,72.42860229406693,1048.9420705888608
105,58.87485371511505,74.5685085075867,1037.3989576175366
106,55.95734521222549,76.60098288455393,1027.9818155124494
107,59.04952030306685,78.51713793165587,1020.4245167226878
108,62.94220686383993,80.30859479041338,1014.4778851183952
109,56.03736451278579,81.96751987579697,1009.9081946829687
110,68.04233602215847,83.48665913050114,1006.4964613332363
111,72.44091506552363,84.8593697450911,1004.03846640001
112,58.302004679498175,86.07964920531835,1002.3454305097542
113,68.92718655332664,87.14216153958827,1001.245232687999
114,57.23107757825704,88.04226065180613,1000.5840443106905
115,59.61232794284051,88.77601063757322,1000.2282246845035
116,55.2155585781126,89.3402029948953,1000.0663085325007
117,56.72504341042839,89.73237065414553,1000.0109092816142
118,49.56420033655259,89.95079876593219,1000.0003687031643
119,49.68367239657221,89.99453219969877,1000.0000045535492
120,58.31168078664656,89.8633797202668,1000.002842864163
121,64.67707044561922,89.55791482405874,1000.0297678464884
122,66.14446550349281,89.07947323134397,1000.1290756424321
123,58.57283865436587,88.43014704547393,1000.3754728635034
124,60.802176730550826,87.61277560464646,1000.8686112883761
125,67.32601716206736,86.6309330662023,1001.7312911939275
126,59.696935361023755,85.48891277774447,1003.1074940409708
127,53.272385818549566,84.19170850342155,1005.1604190497471
128,57.07678158625563,82.74499258746769,1008.0706980546298
129,59.620543840776435,81.15509115048452,1012.0349511509064
130,60.05319676593281,79.42895642692528,1017.2648254705551
131,65.30725106700392,77.5741363647426,1023.9866349164984
132,57.35655586166503,75.59874162013267,1032.4416937155906
133,65.84284723090647,73.51141009169893,1042.8874144963079
134,60.879866112691296,71.32126914911976,1055.599224638153
135,62.50597081129997,69.03789572148294,1070.8733442445005
136,68.55544221494455,66.67127441981161,1089.0304656412593
137,53.70803132932244,64.23175387690064,1110.4203772960486
138,59.4353309804568,61.730001495378566,1135.4275831921273
139,57.95036710114843,59.176956801870105,1164.4779799127016
140,62.21249728224043,56.583783611229386,1198.0466650284616
141,68.35562531524356,53.961821210018535,1236.666957612601
142,62.99874926730447,51.32253477269235,1280.9407086816834
143,69.1612052309536,48.677465227307685,1331.5499568717892
144,57.97495012579702,46.038178789981494,1389.2699286863806
145,63.281764501899616,43.41621638877064,1454.9832716925134
146,74.46570150305108,40.823043198129994,1529.6952101850493
147,51.68164236048072,38.26999850462139,1614.548976153408
148,62.21791831323801,35.76824612309932,1710.8403192352462
